;MV1_Singlecell_C;MV2_Singlecell_R;MV3_Singlecell_N;MV4_Cellgroups_C;MV5_Cellgroups_R;MV6_Cellgroups_N;Average_Cellgroups;Average_Singlecell;Average_C;Average_R;Average_N
Cre02.g090500.v5.5;26;30;60;58;30;47;45;38,66666667;42;30;53,5
Cre02.g090526.v5.5;0;0;0;0;0;1;0,333333333;0;0;0;0,5
Cre02.g090550.v5.5;80;45;65;26;41;42;36,33333333;63,33333333;53;43;53,5
Cre02.g090600.v5.5;40;33;37;40;24;46;36,66666667;36,66666667;40;28,5;41,5
Cre02.g090650.v5.5;39;35;52;46;60;51;52,33333333;42;42,5;47,5;51,5
Cre02.g090689.v5.5;14;13;29;85;23;56;54,66666667;18,66666667;49,5;18;42,5
Cre02.g090700.v5.5;19;3;9;22;17;17;18,66666667;10,33333333;20,5;10;13
Cre02.g090750.v5.5;181;131;254;405;300;443;382,6666667;188,6666667;293;215,5;348,5
Cre02.g090850.v5.5;543;548;599;383;261;687;443,6666667;563,3333333;463;404,5;643
Cre02.g090900.v5.5;10;13;11;32;37;52;40,33333333;11,33333333;21;25;31,5
Cre02.g090950.v5.5;59;2;18;133;91;106;110;26,33333333;96;46,5;62
Cre02.g091000.v5.5;134;45;71;101;81;102;94,66666667;83,33333333;117,5;63;86,5
Cre02.g091050.v5.5;911;993;981;997;744;869;870;961,6666667;954;868,5;925
Cre02.g091100.v5.5;23179;19518;27439;43030;28709;27627;33122;23378,66667;33104,5;24113,5;27533
Cre02.g091150.v5.5;775;430;1052;194;171;240;201,6666667;752,3333333;484,5;300,5;646
Cre02.g091193.v5.5;40;67;79;34;27;48;36,33333333;62;37;47;63,5
Cre02.g091200.v5.5;161;301;403;162;118;250;176,6666667;288,3333333;161,5;209,5;326,5
Cre02.g091226.v5.5;0;3;0;0;0;3;1;1;0;1,5;1,5
Cre02.g091250.v5.5;170;170;210;223;144;205;190,6666667;183,3333333;196,5;157;207,5
Cre02.g091300.v5.5;22;38;52;50;28;40;39,33333333;37,33333333;36;33;46
Cre02.g091350.v5.5;63;65;96;99;80;137;105,3333333;74,66666667;81;72,5;116,5
Cre02.g091400.v5.5;27;37;53;37;38;26;33,66666667;39;32;37,5;39,5
Cre02.g091450.v5.5;32;5;21;20;22;13;18,33333333;19,33333333;26;13,5;17
Cre02.g091500.v5.5;91;2;35;17;40;56;37,66666667;42,66666667;54;21;45,5
Cre02.g091550.v5.5;287;136;213;166;79;217;154;212;226,5;107,5;215
Cre02.g091567.v5.5;36;1;15;5;3;18;8,666666667;17,33333333;20,5;2;16,5
Cre02.g091600.v5.5;3;1;6;1;0;12;4,333333333;3,333333333;2;0,5;9
Cre02.g091650.v5.5;62;19;80;25;17;70;37,33333333;53,66666667;43,5;18;75
Cre02.g091700.v5.5;5883;5215;2413;4404;2727;4407;3846;4503,666667;5143,5;3971;3410
Cre02.g091750.v5.5;258;114;216;269;220;426;305;196;263,5;167;321
Cre02.g091850.v5.5;208;203;177;139;155;190;161,3333333;196;173,5;179;183,5
Cre02.g091900.v5.5;659;731;432;895;578;1166;879,6666667;607,3333333;777;654,5;799
Cre02.g091950.v5.5;232;65;520;281;194;344;273;272,3333333;256,5;129,5;432
Cre02.g092000.v5.5;11;4;21;10;12;49;23,66666667;12;10,5;8;35
Cre02.g092050.v5.5;53;51;59;38;47;91;58,66666667;54,33333333;45,5;49;75
Cre02.g092076.v5.5;18;6;7;10;13;10;11;10,33333333;14;9,5;8,5
Cre02.g092100.v5.5;186;66;166;238;98;153;163;139,3333333;212;82;159,5
Cre02.g092150.v5.5;686;399;686;608;385;709;567,3333333;590,3333333;647;392;697,5
Cre02.g092200.v5.5;152;77;146;164;85;110;119,6666667;125;158;81;128
Cre02.g092250.v5.5;47;78;105;55;53;93;67;76,66666667;51;65,5;99
Cre02.g092284.v5.5;106;37;68;37;22;69;42,66666667;70,33333333;71,5;29,5;68,5
Cre02.g092350.v5.5;1073;239;254;305;263;314;294;522;689;251;284
Cre02.g092400.v5.5;173;175;148;128;104;204;145,3333333;165,3333333;150,5;139,5;176
Cre02.g092451.v5.5;52;26;65;53;37;75;55;47,66666667;52,5;31,5;70
Cre02.g092500.v5.5;329;179;274;220;136;219;191,6666667;260,6666667;274,5;157,5;246,5
Cre02.g092550.v5.5;145;138;145;107;106;127;113,3333333;142,6666667;126;122;136
Cre02.g092600.v5.5;128;120;142;83;78;132;97,66666667;130;105,5;99;137
Cre02.g092650.v5.5;198;115;143;132;117;169;139,3333333;152;165;116;156
Cre02.g092700.v5.5;2516;2040;904;1825;1064;1763;1550,666667;1820;2170,5;1552;1333,5
Cre02.g092750.v5.5;348;102;288;408;199;309;305,3333333;246;378;150,5;298,5
Cre02.g092800.v5.5;458;442;208;443;252;575;423,3333333;369,3333333;450,5;347;391,5
Cre02.g092850.v5.5;994;648;365;611;331;610;517,3333333;669;802,5;489,5;487,5
Cre02.g092900.v5.5;637;441;690;318;147;213;226;589,3333333;477,5;294;451,5
Cre02.g092926.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre02.g092950.v5.5;317;94;195;159;116;371;215,3333333;202;238;105;283
Cre02.g092983.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre02.g093017.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre02.g093051.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre02.g093084.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre02.g093117.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre02.g093150.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre02.g093202.v5.5;0;0;0;0;0;1;0,333333333;0;0;0;0,5
Cre02.g093252.v5.5;1;0;0;0;0;0;0;0,333333333;0,5;0;0
Cre02.g093300.v5.5;180;114;121;201;133;185;173;138,3333333;190,5;123,5;153
Cre02.g093350.v5.5;100;95;95;117;90;161;122,6666667;96,66666667;108,5;92,5;128
Cre02.g093401.v5.5;11;10;7;47;17;39;34,33333333;9,333333333;29;13,5;23
Cre02.g093450.v5.5;25;103;67;87;77;67;77;65;56;90;67
Cre02.g093500.v5.5;256;126;315;89;86;257;144;232,3333333;172,5;106;286
Cre02.g093550.v5.5;189;89;183;162;76;214;150,6666667;153,6666667;175,5;82,5;198,5
Cre02.g093600.v5.5;201;12;434;10;4;74;29,33333333;215,6666667;105,5;8;254
Cre02.g093650.v5.5;1629;1931;1142;809;690;473;657,3333333;1567,333333;1219;1310,5;807,5
Cre02.g093700.v5.5;595;198;353;335;193;294;274;382;465;195,5;323,5
Cre02.g093750.v5.5;1460;170;742;303;115;1275;564,3333333;790,6666667;881,5;142,5;1008,5
Cre02.g093800.v5.5;553;53;241;310;111;858;426,3333333;282,3333333;431,5;82;549,5
Cre02.g093850.v5.5;320;212;270;221;113;172;168,6666667;267,3333333;270,5;162,5;221
Cre02.g093900.v5.5;0;0;4;0;0;8;2,666666667;1,333333333;0;0;6
Cre02.g093950.v5.5;1878;915;2195;2023;962;2029;1671,333333;1662,666667;1950,5;938,5;2112
Cre02.g093975.v5.5;697;148;267;165;160;163;162,6666667;370,6666667;431;154;215
Cre02.g094050.v5.5;80;39;46;42;54;51;49;55;61;46,5;48,5
Cre02.g094100.v5.5;196;150;171;228;151;182;187;172,3333333;212;150,5;176,5
Cre02.g094150.v5.5;427;198;421;337;198;206;247;348,6666667;382;198;313,5
Cre02.g094200.v5.5;52;20;31;30;39;71;46,66666667;34,33333333;41;29,5;51
Cre02.g094250.v5.5;280;195;666;187;67;108;120,6666667;380,3333333;233,5;131;387
Cre02.g094300.v5.5;164;155;173;139;112;169;140;164;151,5;133,5;171
Cre02.g094350.v5.5;842;786;323;910;600;958;822,6666667;650,3333333;876;693;640,5
Cre02.g094400.v5.5;128;55;121;126;75;134;111,6666667;101,3333333;127;65;127,5
Cre02.g094426.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre02.g094450.v5.5;1499;259;555;631;795;1625;1017;771;1065;527;1090
Cre02.g094500.v5.5;115;76;78;128;81;80;96,33333333;89,66666667;121,5;78,5;79
Cre02.g094551.v5.5;14;3;6;4;0;7;3,666666667;7,666666667;9;1,5;6,5
Cre02.g094600.v5.5;544;221;251;327;239;258;274,6666667;338,6666667;435,5;230;254,5
Cre02.g094650.v5.5;27;21;21;14;17;11;14;23;20,5;19;16
Cre02.g094700.v5.5;38;43;90;14;6;22;14;57;26;24,5;56
Cre02.g094750.v5.5;17;49;41;50;32;100;60,66666667;35,66666667;33,5;40,5;70,5
Cre02.g094801.v5.5;36;3;24;2;0;1;1;21;19;1,5;12,5
Cre02.g094850.v5.5;29;22;20;16;27;22;21,66666667;23,66666667;22,5;24,5;21
Cre02.g094900.v5.5;323;120;226;144;100;206;150;223;233,5;110;216
Cre02.g095000.v5.5;60;65;105;61;61;99;73,66666667;76,66666667;60,5;63;102
Cre02.g095032.v5.5;2;0;0;0;0;0;0;0,666666667;1;0;0
Cre02.g095033.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre02.g095034.v5.5;0;0;1;0;0;0;0;0,333333333;0;0;0,5
Cre02.g095035.v5.5;2;0;0;0;0;0;0;0,666666667;1;0;0
Cre02.g095036.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre02.g095037.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre02.g095038.v5.5;0;0;0;0;0;1;0,333333333;0;0;0;0,5
Cre02.g095039.v5.5;0;0;0;3;1;9;4,333333333;0;1,5;0,5;4,5
Cre02.g095040.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre02.g095041.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre02.g095042.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre02.g095043.v5.5;0;0;0;2;1;9;4;0;1;0,5;4,5
Cre02.g095044.v5.5;298;0;2;9;13;57;26,33333333;100;153,5;6,5;29,5
Cre02.g095045.v5.5;365;154;342;239;245;257;247;287;302;199,5;299,5
Cre02.g095046.v5.5;636;357;750;516;389;776;560,3333333;581;576;373;763
Cre02.g095047.v5.5;335;148;171;104;66;19;63;218;219,5;107;95
Cre02.g095048.v5.5;423;241;520;399;386;496;427;394,6666667;411;313,5;508
Cre02.g095049.v5.5;15;10;16;12;7;4;7,666666667;13,66666667;13,5;8,5;10
Cre02.g095050.v5.5;53;26;47;30;15;58;34,33333333;42;41,5;20,5;52,5
Cre02.g095051.v5.5;13;8;2;7;5;3;5;7,666666667;10;6,5;2,5
Cre02.g095052.v5.5;12;6;6;19;12;4;11,66666667;8;15,5;9;5
Cre02.g095053.v5.5;464;305;479;336;326;278;313,3333333;416;400;315,5;378,5
Cre02.g095054.v5.5;44;33;31;31;23;13;22,33333333;36;37,5;28;22
Cre02.g095055.v5.5;325;90;170;268;137;257;220,6666667;195;296,5;113,5;213,5
Cre02.g095056.v5.5;0;0;0;1;0;0;0,333333333;0;0,5;0;0
Cre02.g095057.v5.5;144;75;129;141;115;217;157,6666667;116;142,5;95;173
Cre02.g095058.v5.5;368;56;107;139;71;61;90,33333333;177;253,5;63,5;84
Cre02.g095059.v5.5;38;24;19;47;21;35;34,33333333;27;42,5;22,5;27
Cre02.g095060.v5.5;2;0;0;0;2;0;0,666666667;0,666666667;1;1;0
Cre02.g095061.v5.5;18;0;5;0;2;8;3,333333333;7,666666667;9;1;6,5
Cre02.g095062.v5.5;14;2;1;5;1;4;3,333333333;5,666666667;9,5;1,5;2,5
Cre02.g095063.v5.5;24;13;7;6;7;4;5,666666667;14,66666667;15;10;5,5
Cre02.g095064.v5.5;1;0;2;1;0;4;1,666666667;1;1;0;3
Cre02.g095065.v5.5;2;7;5;8;3;5;5,333333333;4,666666667;5;5;5
Cre02.g095066.v5.5;13;10;13;5;14;11;10;12;9;12;12
Cre02.g095067.v5.5;45;15;13;15;16;19;16,66666667;24,33333333;30;15,5;16
Cre02.g095068.v5.5;11;20;38;14;8;15;12,33333333;23;12,5;14;26,5
Cre02.g095069.v5.5;93;75;87;82;85;47;71,33333333;85;87,5;80;67
Cre02.g095070.v5.5;80;59;56;86;63;119;89,33333333;65;83;61;87,5
Cre02.g095071.v5.5;203;166;175;188;81;140;136,3333333;181,3333333;195,5;123,5;157,5
Cre02.g095072.v5.5;699;782;370;741;490;830;687;617;720;636;600
Cre02.g095073.v5.5;2333;674;1399;1362;588;973;974,3333333;1468,666667;1847,5;631;1186
Cre02.g095074.v5.5;168;53;122;64;73;93;76,66666667;114,3333333;116;63;107,5
Cre02.g095075.v5.5;185;146;276;187;87;148;140,6666667;202,3333333;186;116,5;212
Cre02.g095076.v5.5;263;32;480;140;41;219;133,3333333;258,3333333;201,5;36,5;349,5
Cre02.g095077.v5.5;6255;970;4229;3826;1706;4043;3191,666667;3818;5040,5;1338;4136
Cre02.g095078.v5.5;50;32;61;63;21;49;44,33333333;47,66666667;56,5;26,5;55
Cre02.g095079.v5.5;109;57;162;273;170;285;242,6666667;109,3333333;191;113,5;223,5
Cre02.g095080.v5.5;125;97;82;96;48;153;99;101,3333333;110,5;72,5;117,5
Cre02.g095081.v5.5;93;54;97;40;59;82;60,33333333;81,33333333;66,5;56,5;89,5
Cre02.g095082.v5.5;712;497;858;426;343;439;402,6666667;689;569;420;648,5
Cre02.g095083.v5.5;7;3;16;60;24;101;61,66666667;8,666666667;33,5;13,5;58,5
Cre02.g095084.v5.5;8;11;15;33;38;186;85,66666667;11,33333333;20,5;24,5;100,5
Cre02.g095085.v5.5;7;5;6;13;7;25;15;6;10;6;15,5
Cre02.g095086.v5.5;277;133;778;473;226;779;492,6666667;396;375;179,5;778,5
Cre02.g095087.v5.5;6144;110;1153;276;10;132;139,3333333;2469;3210;60;642,5
Cre02.g095088.v5.5;20;3;9;6;15;7;9,333333333;10,66666667;13;9;8
Cre02.g095089.v5.5;149;99;133;100;86;111;99;127;124,5;92,5;122
Cre02.g095090.v5.5;151;130;194;253;132;266;217;158,3333333;202;131;230
Cre02.g095091.v5.5;1100;440;332;657;520;504;560,3333333;624;878,5;480;418
Cre02.g095092.v5.5;490;355;629;400;297;423;373,3333333;491,3333333;445;326;526
Cre02.g095093.v5.5;280;303;306;253;185;300;246;296,3333333;266,5;244;303
Cre02.g095094.v5.5;0;0;0;0;0;1;0,333333333;0;0;0;0,5
Cre02.g095095.v5.5;892;224;493;453;492;742;562,3333333;536,3333333;672,5;358;617,5
Cre02.g095096.v5.5;2;0;0;3;3;5;3,666666667;0,666666667;2,5;1,5;2,5
Cre02.g095097.v5.5;82;170;169;132;84;61;92,33333333;140,3333333;107;127;115
Cre02.g095098.v5.5;175;144;208;74;64;160;99,33333333;175,6666667;124,5;104;184
Cre02.g095099.v5.5;67;22;20;20;30;17;22,33333333;36,33333333;43,5;26;18,5
Cre02.g095100.v5.5;52;58;113;67;93;100;86,66666667;74,33333333;59,5;75,5;106,5
Cre02.g095101.v5.5;452;195;345;203;165;204;190,6666667;330,6666667;327,5;180;274,5
Cre02.g095102.v5.5;159;116;151;152;118;118;129,3333333;142;155,5;117;134,5
Cre02.g095103.v5.5;48;24;58;9;13;45;22,33333333;43,33333333;28,5;18,5;51,5
Cre02.g095104.v5.5;252;63;213;159;72;233;154,6666667;176;205,5;67,5;223
Cre02.g095105.v5.5;127;120;131;96;92;34;74;126;111,5;106;82,5
Cre02.g095106.v5.5;296;173;290;204;160;212;192;253;250;166,5;251
Cre02.g095107.v5.5;57;37;72;44;65;90;66,33333333;55,33333333;50,5;51;81
Cre02.g095108.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre02.g095109.v5.5;26;3;2;2;5;10;5,666666667;10,33333333;14;4;6
Cre02.g095110.v5.5;1980;1415;1604;1934;1274;2069;1759;1666,333333;1957;1344,5;1836,5
Cre02.g095111.v5.5;548;295;385;258;204;260;240,6666667;409,3333333;403;249,5;322,5
Cre02.g095112.v5.5;107;97;111;83;88;80;83,66666667;105;95;92,5;95,5
Cre02.g095113.v5.5;98;47;45;50;25;20;31,66666667;63,33333333;74;36;32,5
Cre02.g095114.v5.5;112;48;51;44;41;81;55,33333333;70,33333333;78;44,5;66
Cre02.g095115.v5.5;101;92;91;85;71;124;93,33333333;94,66666667;93;81,5;107,5
Cre02.g095116.v5.5;21;5;1;10;25;12;15,66666667;9;15,5;15;6,5
Cre02.g095117.v5.5;380;165;295;225;170;390;261,6666667;280;302,5;167,5;342,5
Cre02.g095118.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre02.g095119.v5.5;73;45;84;135;92;80;102,3333333;67,33333333;104;68,5;82
Cre02.g095120.v5.5;32;32;49;35;16;27;26;37,66666667;33,5;24;38
Cre02.g095121.v5.5;144;67;233;213;127;247;195,6666667;148;178,5;97;240
Cre02.g095122.v5.5;143;144;164;144;106;165;138,3333333;150,3333333;143,5;125;164,5
Cre02.g095123.v5.5;8;5;1;10;0;6;5,333333333;4,666666667;9;2,5;3,5
Cre02.g095124.v5.5;157;79;92;71;64;59;64,66666667;109,3333333;114;71,5;75,5
Cre02.g095125.v5.5;129;115;93;55;58;50;54,33333333;112,3333333;92;86,5;71,5
Cre02.g095126.v5.5;613;502;615;319;229;320;289,3333333;576,6666667;466;365,5;467,5
Cre02.g095127.v5.5;189;83;128;98;47;97;80,66666667;133,3333333;143,5;65;112,5
Cre02.g095128.v5.5;81;28;41;18;34;81;44,33333333;50;49,5;31;61
Cre02.g095129.v5.5;385;292;395;436;257;567;420;357,3333333;410,5;274,5;481
Cre02.g095130.v5.5;931;501;898;1107;650;1065;940,6666667;776,6666667;1019;575,5;981,5
Cre02.g095131.v5.5;102;31;8;90;40;28;52,66666667;47;96;35,5;18
Cre02.g095132.v5.5;204;121;76;243;171;268;227,3333333;133,6666667;223,5;146;172
Cre02.g095133.v5.5;42;32;56;55;46;52;51;43,33333333;48,5;39;54
Cre02.g095134.v5.5;255;19;58;18;51;71;46,66666667;110,6666667;136,5;35;64,5
Cre02.g095135.v5.5;17;11;17;16;11;13;13,33333333;15;16,5;11;15
Cre02.g095136.v5.5;80;41;86;74;41;41;52;69;77;41;63,5
Cre02.g095137.v5.5;3188;1082;1573;245;246;185;225,3333333;1947,666667;1716,5;664;879
Cre02.g095138.v5.5;65;14;46;34;20;28;27,33333333;41,66666667;49,5;17;37
Cre02.g095139.v5.5;0;1;0;0;0;0;0;0,333333333;0;0,5;0
Cre02.g095140.v5.5;2095;1092;2198;1492;905;1129;1175,333333;1795;1793,5;998,5;1663,5
Cre02.g095141.v5.5;86;33;46;44;53;61;52,66666667;55;65;43;53,5
Cre02.g095142.v5.5;17;11;37;36;31;42;36,33333333;21,66666667;26,5;21;39,5
Cre02.g095143.v5.5;5;1;2;13;9;27;16,33333333;2,666666667;9;5;14,5
Cre02.g095144.v5.5;202;149;234;184;86;151;140,3333333;195;193;117,5;192,5
Cre02.g095145.v5.5;59;133;55;121;61;156;112,6666667;82,33333333;90;97;105,5
Cre02.g095146.v5.5;280;96;228;197;135;208;180;201,3333333;238,5;115,5;218
Cre02.g095147.v5.5;55;18;51;22;31;46;33;41,33333333;38,5;24,5;48,5
Cre02.g095148.v5.5;14;18;12;10;17;19;15,33333333;14,66666667;12;17,5;15,5
Cre02.g095149.v5.5;575;736;288;347;195;378;306,6666667;533;461;465,5;333
Cre02.g095150.v5.5;1137;281;517;613;562;799;658;645;875;421,5;658
Cre02.g095151.v5.5;45;28;148;349;157;461;322,3333333;73,66666667;197;92,5;304,5
Cre02.g095152.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre02.g095153.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre02.g095154.v5.5;0;0;0;0;0;0;0;0;0;0;0
Cre02.g095200.v5.5;244;171;214;250;134;580;321,3333333;209,6666667;247;152,5;397
Cre02.g095250.v5.5;119;20;26;23;25;20;22,66666667;55;71;22,5;23
Cre02.g095294.v5.5;56;15;37;69;42;96;69;36;62,5;28,5;66,5
Cre02.g095300.v5.5;244;16;36;23;53;41;39;98,66666667;133,5;34,5;38,5
Cre02.g095350.v5.5;487;221;356;449;248;318;338,3333333;354,6666667;468;234,5;337
Cre02.g095400.v5.5;488;231;651;882;411;918;737;456,6666667;685;321;784,5
Cre02.g095450.v5.5;5;6;10;4;13;10;9;7;4,5;9,5;10
Cre02.g095500.v5.5;205;171;248;210;258;300;256;208;207,5;214,5;274
Cre02.g095550.v5.5;115;101;165;1127;1051;1326;1168;127;621;576;745,5
Cre02.g095600.v5.5;28;16;17;4;22;3;9,666666667;20,33333333;16;19;10
Cre02.g095650.v5.5;102;186;100;50;47;45;47,33333333;129,3333333;76;116,5;72,5
Cre02.g095700.v5.5;8;11;8;13;7;18;12,66666667;9;10,5;9;13
Cre02.g095750.v5.5;19;12;26;34;49;75;52,66666667;19;26,5;30,5;50,5
Cre02.g095800.v5.5;48;36;62;41;25;47;37,66666667;48,66666667;44,5;30,5;54,5
Cre02.g095850.v5.5;174;58;127;132;77;180;129,6666667;119,6666667;153;67,5;153,5
Cre02.g095900.v5.5;2010;991;1238;1700;959;1712;1457;1413;1855;975;1475
Cre02.g095950.v5.5;79;49;61;30;25;30;28,33333333;63;54,5;37;45,5
Cre02.g096000.v5.5;465;244;445;117;65;123;101,6666667;384,6666667;291;154,5;284
Cre02.g096050.v5.5;17;4;5;5;3;7;5;8,666666667;11;3,5;6
Cre02.g096100.v5.5;637;337;662;533;290;511;444,6666667;545,3333333;585;313,5;586,5
Cre02.g096150.v5.5;1020;889;1116;842;642;853;779;1008,333333;931;765,5;984,5
Cre02.g096200.v5.5;493;230;476;223;186;298;235,6666667;399,6666667;358;208;387
Cre02.g096250.v5.5;158;96;145;220;118;270;202,6666667;133;189;107;207,5
Cre02.g096300.v5.5;969;544;983;857;574;646;692,3333333;832;913;559;814,5
Cre02.g096350.v5.5;27;35;55;64;63;106;77,66666667;39;45,5;49;80,5
Cre02.g096400.v5.5;40;44;84;80;63;93;78,66666667;56;60;53,5;88,5
Cre02.g096450.v5.5;2;2;2;0;0;1;0,333333333;2;1;1;1,5
Cre02.g096455.v5.5;8;3;8;1;1;1;1;6,333333333;4,5;2;4,5
Cre02.g096500.v5.5;182;80;170;64;59;146;89,66666667;144;123;69,5;158
Cre02.g096551.v5.5;37;4;11;14;11;10;11,66666667;17,33333333;25,5;7,5;10,5
Cre02.g096601.v5.5;13;4;13;13;7;19;13;10;13;5,5;16
Cre02.g096650.v5.5;2;0;4;2;1;12;5;2;2;0,5;8
Cre02.g096700.v5.5;292;269;427;224;153;188;188,3333333;329,3333333;258;211;307,5
Cre02.g096737.v5.5;114;48;132;23;33;63;39,66666667;98;68,5;40,5;97,5
Cre02.g096750.v5.5;55;45;61;21;12;18;17;53,66666667;38;28,5;39,5
Cre02.g096800.v5.5;21;6;8;13;6;23;14;11,66666667;17;6;15,5
Cre02.g096850.v5.5;32;14;28;20;21;35;25,33333333;24,66666667;26;17,5;31,5
Cre02.g096900.v5.5;41;19;74;47;24;101;57,33333333;44,66666667;44;21,5;87,5
Cre02.g096950.v5.5;18;4;3;19;14;11;14,66666667;8,333333333;18,5;9;7
Cre02.g097000.v5.5;521;555;1061;267;169;603;346,3333333;712,3333333;394;362;832
Cre02.g097050.v5.5;1025;84;157;390;152;325;289;422;707,5;118;241
Cre02.g097100.v5.5;142;16;13;81;35;243;119,6666667;57;111,5;25,5;128
Cre02.g097150.v5.5;347;143;212;297;261;385;314,3333333;234;322;202;298,5
Cre02.g097200.v5.5;2;1;2;12;5;27;14,66666667;1,666666667;7;3;14,5
Cre02.g097213.v5.5;78;55;93;333;194;382;303;75,33333333;205,5;124,5;237,5
Cre02.g097221.v5.5;19;0;4;21;21;22;21,33333333;7,666666667;20;10,5;13
Cre02.g097227.v5.5;321;368;157;306;215;310;277;282;313,5;291,5;233,5
Cre02.g097250.v5.5;228;138;246;221;189;273;227,6666667;204;224,5;163,5;259,5
Cre02.g097300.v5.5;77;33;67;66;73;78;72,33333333;59;71,5;53;72,5
Cre02.g097334.v5.5;93;87;98;107;77;103;95,66666667;92,66666667;100;82;100,5
Cre02.g097400.v5.5;9654;6821;11513;14858;9148;12799;12268,33333;9329,333333;12256;7984,5;12156
Cre02.g097450.v5.5;96;66;97;51;49;96;65,33333333;86,33333333;73,5;57,5;96,5
Cre02.g097500.v5.5;421;255;408;689;513;702;634,6666667;361,3333333;555;384;555
Cre02.g097550.v5.5;99;147;160;117;61;117;98,33333333;135,3333333;108;104;138,5
Cre02.g097600.v5.5;18;26;50;26;22;28;25,33333333;31,33333333;22;24;39
Cre02.g097650.v5.5;150;120;214;169;89;238;165,3333333;161,3333333;159,5;104,5;226
Cre02.g097800.v5.5;1207;2064;11303;8351;4572;2915;5279,333333;4858;4779;3318;7109
Cre02.g097850.v5.5;3;4;24;4;15;3;7,333333333;10,33333333;3,5;9,5;13,5
Cre02.g097900.v5.5;359;350;519;197;152;191;180;409,3333333;278;251;355
Cre02.g097950.v5.5;9;167;137;43;54;49;48,66666667;104,3333333;26;110,5;93
Cre02.g098000.v5.5;1;0;6;1;0;3;1,333333333;2,333333333;1;0;4,5
Cre02.g098050.v5.5;5;7;9;10;6;16;10,66666667;7;7,5;6,5;12,5
Cre02.g098100.v5.5;5;16;6;3;5;14;7,333333333;9;4;10,5;10
Cre02.g098150.v5.5;40;72;68;53;43;57;51;60;46,5;57,5;62,5
Cre02.g098200.v5.5;30;22;36;69;30;57;52;29,33333333;49,5;26;46,5
Cre02.g098250.v5.5;211;197;223;131;178;171;160;210,3333333;171;187,5;197
Cre02.g098300.v5.5;36;9;11;28;45;31;34,66666667;18,66666667;32;27;21
Cre02.g098350.v5.5;27;14;38;49;14;25;29,33333333;26,33333333;38;14;31,5
Cre02.g098400.v5.5;82;193;177;77;100;106;94,33333333;150,6666667;79,5;146,5;141,5
Cre02.g098450.v5.5;862;573;1114;1195;603;1536;1111,333333;849,6666667;1028,5;588;1325
Cre02.g098500.v5.5;266;275;410;297;229;426;317,3333333;317;281,5;252;418
Cre02.g098550.v5.5;90;99;176;175;104;114;131;121,6666667;132,5;101,5;145
Cre02.g098600.v5.5;104;41;97;83;57;95;78,33333333;80,66666667;93,5;49;96
Cre02.g098650.v5.5;100;137;206;133;111;147;130,3333333;147,6666667;116,5;124;176,5
Cre02.g098700.v5.5;53;39;58;70;21;33;41,33333333;50;61,5;30;45,5
Cre02.g098750.v5.5;145;119;213;202;139;231;190,6666667;159;173,5;129;222
Cre02.g098800.v5.5;83;230;151;32;30;71;44,33333333;154,6666667;57,5;130;111
Cre02.g098850.v5.5;1033;731;1013;560;439;697;565,3333333;925,6666667;796,5;585;855
Cre02.g098900.v5.5;34;31;18;19;36;29;28;27,66666667;26,5;33,5;23,5
Cre02.g098950.v5.5;36;62;69;25;27;52;34,66666667;55,66666667;30,5;44,5;60,5
Cre02.g099000.v5.5;936;365;780;672;326;851;616,3333333;693,6666667;804;345,5;815,5
Cre02.g099050.v5.5;4;9;10;6;4;24;11,33333333;7,666666667;5;6,5;17
Cre02.g099055.v5.5;154;121;268;136;59;84;93;181;145;90;176
Cre02.g099100.v5.5;86;26;37;227;136;263;208,6666667;49,66666667;156,5;81;150
Cre02.g099150.v5.5;636;353;605;793;505;1614;970,6666667;531,3333333;714,5;429;1109,5
Cre02.g099200.v5.5;104;131;199;265;174;277;238,6666667;144,6666667;184,5;152,5;238
Cre02.g099251.v5.5;2;4;9;28;11;15;18;5;15;7,5;12
Cre02.g099300.v5.5;123;80;195;463;238;422;374,3333333;132,6666667;293;159;308,5
Cre02.g099350.v5.5;38;30;25;2783;2241;4503;3175,666667;31;1410,5;1135,5;2264
Cre02.g099400.v5.5;5;73;126;94;26;512;210,6666667;68;49,5;49,5;319
Cre02.g099452.v5.5;0;0;0;2;1;4;2,333333333;0;1;0,5;2
